movie id,movie title,genres,movie_summary
1325,August (1996),Drama,"In the Battle of Grozny of August 1996 (also known as Operation Jihad or Operation Zero Option), Chechen rebels regained and then kept control of Chechnya's capital Grozny in a surprise raid. The Russian Federation had conquered the city in a previous battle for Grozny that ended in February 1995 and subsequently posted a large garrison of federal and republican Ministry of the Interior (MVD) troops in the city.The much smaller rebel force infiltrated Grozny and either routed the MVD forces or split them into many pockets of resistance. Chechen separatists then beat back the Russian Ground Forces units that had been sent to eject the rebels and rescue their own trapped forces. The final result was a ceasefire that effectively ended the First Chechen War of 1994–1996."
1326,Boys (1996),Drama,"Backstreet Boys is the eponymous debut studio album by American boy band Backstreet Boys, released on May 6, 1996, by Jive Records in Germany. It was a success, becoming one of the biggest debut albums ever, and contains a number of the band's most memorable singles. All of those singles were later released on the second self-titled debut in the United States in 1997, which compiled songs from this album, and the band's second international release Backstreet's Back.
The album was first released in Germany on May 6, 1996 where the group was based at the time.  It was then released in Switzerland followed by Austria.

"
1327,Captives (1994),Drama,"Captives is a 1994 British romantic crime drama film directed by Angela Pope and written by Dublin screenwriter Frank Deasy. It stars Julia Ormond, Tim Roth and Keith Allen. The picture was selected as the opening film in the Venetian Nights section of the 1994 Venice Film Festival, in addition to its selection for Gala Presentation at the 1994 Toronto International Film Festival."
1328,Of Love and Shadows (1994),Drama,"Of Love and Shadows, also known as De amor y de sombra, is a 1994 Chilean-Argentine-American drama film written and directed by Betty Kaplan and starring Antonio Banderas, Jennifer Connelly, Stefania Sandrelli and Patricio Contreras. It is based on the 1984 homonymous novel by Isabel Allende.


== Plot ==
Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state.


== Cast ==
Antonio Banderas as Francisco
Jennifer Connelly as Irene
Stefania Sandrelli as Beatriz
Diego Wallraff as José
Camilo Gallardo as Gustavo
Patricio Contreras as Mario
Jorge Rivera López as Prof."
1329,"Low Life, The (1994)",Drama,"Life is a characteristic that distinguishes physical entities that have biological processes, such as signaling and self-sustaining processes, from those that do not, either because such functions have ceased (they have died), or because they never had such functions and are classified as inanimate. Various forms of life exist, such as plants, animals, fungi, protists, archaea, and bacteria. The criteria can at times be ambiguous and may or may not define viruses, viroids, or potential synthetic life as ""living"". Biology is the science concerned with the study of life.
There is currently no consensus regarding the definition of life. One popular definition is that organisms are open systems that maintain homeostasis, are composed of cells, have a life cycle, undergo metabolism, can grow, adapt to their environment, respond to stimuli, reproduce and evolve. However, several other definitions have been proposed, and there are some borderline cases of life, such as viruses or viroids.
Abiogenesis is the natural process of life arising from non-living matter, such as simple organic compounds. The prevailing scientific hypothesis is that the transition from non-living to living entities was not a single event, but a gradual process of increasing complexity. Life on Earth first appeared as early as 4.28 billion years ago, soon after ocean formation 4.41 billion years ago, and not long after the formation of the Earth 4.54 billion years ago. The earliest known life forms are microfossils of bacteria. Researchers generally think that current life on Earth descends from an RNA world, although RNA-based life may not have been the first life to have existed. The classic 1952 Miller–Urey experiment and similar research demonstrated that most amino acids, the chemical constituents of the proteins used in all living organisms, can be synthesized from inorganic compounds under conditions intended to replicate those of the early Earth. Complex organic molecules occur in the Solar System and in interstellar space, and these molecules may have provided starting material for the development of life on Earth.Since its primordial beginnings, life on Earth has changed its environment on a geologic time scale, but it has also adapted to survive in most ecosystems and conditions. Some microorganisms, called extremophiles, thrive in physically or geochemically extreme environments that are detrimental to most other life on Earth. The cell is considered the structural and functional unit of life. There are two kinds of cells, prokaryotic and eukaryotic, both of which consist of cytoplasm enclosed within a membrane and contain many biomolecules such as proteins and nucleic acids. Cells reproduce through a process of cell division, in which the parent cell divides into two or more daughter cells.
In the past, there have been many attempts to define what is meant by ""life"" through obsolete concepts such as odic force, hylomorphism, spontaneous generation and vitalism, that have now been disproved by biological discoveries. Aristotle was the first person to classify organisms. Later, Carl Linnaeus introduced his system of binomial nomenclature for the classification of species. Eventually new groups and categories of life were discovered, such as cells and microorganisms, forcing dramatic revisions of the structure of relationships between living organisms. Though currently only known on Earth, life need not be restricted to it, and many scientists speculate in the existence of extraterrestrial life. Artificial life is a computer simulation or human-made reconstruction of any aspect of life, which is often used to examine systems related to natural life.
Death is the permanent termination of all biological functions which sustain an organism, and as such, is the end of its life. Extinction is the term describing the dying out of a group or taxon, usually a species. Fossils are the preserved remains or traces of organisms."
1330,An Unforgettable Summer (1994),Drama,"An Unforgettable Summer (French: Un été inoubliable; Romanian: O vară de neuitat) is a 1994 drama film directed and produced by Lucian Pintilie. A Romanian-French co-production based on a chapter from a novel by Petru Dumitriu, it stars British actress Kristin Scott Thomas as the Hungarian-born aristocrat Marie-Thérèse Von Debretsy. Her marriage with Romanian Land Forces captain Petre Dumitriu brings her to Southern Dobruja (present-day northeastern Bulgaria), where they settle in 1925. There, she witnesses first-hand the violent clashes between, on one hand, the Greater Romanian administration, and, on the other, komitadji brigands of Macedonian origin and ethnic Bulgarian locals. The film shows her failed attempt to rescue Bulgarians held hostage by the Romanian soldiers, and who are destined for execution. An Unforgettable Summer also stars Claudiu Bleonţ as Captain Dumitriu and Marcel Iureş as Ipsilanti, a general whose unsuccessful attempt to seduce Von Debretsy and the resulting grudge he holds against the couple account for Dumitriu's reassignment.
Completed in the context of the Yugoslav wars, the film constitutes an investigation into the consequences of xenophobia and state-sanctioned repression, as well as an indictment of a failure in reaching out. It is thus often described as a verdict on the history of Romania, as well as on problems facing the Balkans at large, and occasionally described as a warning that violence could also erupt in a purely Romanian context.
Released by MK2 Productions, An Unforgettable Summer was financed by the Council of Europe's Eurimages fund for continental cinema. In the United States and elsewhere, it was made available on limited release. Other actors credited in secondary roles include George Constantin as General Tchilibia, Răzvan Vasilescu as Colonel Turtureanu, Olga Tudorache as Madame Vorvoreanu, Cornel Scripcaru, Carmen Ungureanu, Dorina Lazăr, Mihai Constantin and Ioan Gyuri Pascu."
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,"Joel Rubin (born October 14, 1955 in Los Angeles) is an American musician and a leading performer of klezmer music.


== Biography ==
Rubin studied with Richard Stoltzman and Kalmen Opperman, attended the California Institute of the Arts and received a BFA from the State University of New York at Purchase. Rubin holds a Ph.D. in ethnomusicology from City University London for his pioneering work on improvisation and ornamentation in klezmer clarinet music. He is currently Assistant Professor and Director of Music Performance at the University of Virginia’s McIntire Department of Music, and has taught at Cornell, Syracuse University, Ithaca College, and Humboldt University in Berlin.
In addition to appearances with traditional performers such as the Epstein Brothers, Moshe “Moussa” Berlin, Seymour Rexsite and Miriam Kressyn, Leon Schwartz, Sid Beckerman, Pete Sokolow, Danny Rubinstein, Ben Bazyler, and Leopold Kozlowski, he leads the international Joel Rubin Ensemble (also known as the Joel Rubin Jewish Music Ensemble, US/Hungary/Italy) and was the founder and clarinetist of some of the most internationally respected klezmer ensembles, including the pioneering revival group Brave Old World. The Joel Rubin Ensemble features Kálmán Balogh on cimbalom, David Chernyavsky on violin, and Claudio Jacomucci on accordion. Rubin’s albums Midnight Prayer, Beregovski’s Khasene (Beregovski’s Wedding), Bessarabian Symphony, Zeydes un Eyniklekh (Grandfathers and Grandsons) and Hungry Hearts are considered to be masterpieces of classical Eastern European and American Jewish music. His music can be heard in several films, and the award-winning documentary portrait A Tickle in the Heart about the Epstein Brothers Orchestra is based on his research and screenplay. Rubin has collaborated with a number of artists as diverse as jazz composer-pianist Uri Caine, Israeli world musician, Yair Dalal, and Italian composer-clarinetist, Roberto Paci Dalò.


== Publications ==
Books:
Jüdische Musiktraditionen (Jewish Musical Traditions), co-authored with Rita Ottens."
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,"My Life and Times with Antonin Artaud (French: En compagnie d'Antonin Artaud) is a 1993 French film, directed by Gérard Mordillat. It is based on Jacques Prevel's 1974 novel of the same name. It follows Prevel's journal of a two-year friendship with Antonin Artaud until his death in 1948


== Plot ==
After nine years of being locked up, Antonin Artaud (Sami Frey) is released from the asylum at Rodez, and returns to Paris with his friends. One of his friends, Jacques Prevel (Marc Barbé) is a young poet, and follows Artaud in his wanders between the nursing home at Ivry and Saint Germain-des-Prés, while pursuing the same quest for poetry, drugs, and the absolute. Prevel becomes a disciple, pusher, and companion toward Artaud, whose story he relates in a chronicle that leads up to his death two years later. In post-war Paris where he lives sometimes in misery and suffering, Prevel shares his life between two women, Rolande (Valérie Jeannet) and Jany (Julie Jézéquel), while at the same time continuing his attachment to Antonin Artaud, the man who is his only friend."
1333,Midnight Dancers (Sibak) (1994),"Comedy,Drama","Sibak: Midnight Dancers is a 1994 Philippines film, and the first of a series of three gay-themed movies by Mel Chionglo and Ricky Lee about the lives of macho dancers (strippers) in the gay bars of Manila. The later two are Burlesk King and Twilight Dancers. All three follow in the tradition of Lino Brocka's 1988 film Macho Dancer. This movie was banned in the Philippines.

"
1334,Somebody to Love (1994),Drama,Somebody to Love  is a 1994 American romantic-drama film directed by Alexandre Rockwell. It is inspired by Federico Fellini's Nights of Cabiria.  It entered the competition at the 51st Venice International Film Festival.
1335,American Buffalo (1996),Drama,"American Buffalo is a 1996 drama film directed by Michael Corrente and starring Dustin Hoffman, Dennis Franz, and Sean Nelson, the only members of the cast. The film is based on David Mamet's 1975 play American Buffalo.
The film was produced by Gregory Mosher, who also directed the theatrical version of American Buffalo.


== Plot ==
Donny runs a junk shop in a sparsely populated and decaying neighborhood. Teach, who has no visible means of support, spends many hours a day at the shop, as does Bobby, a young man who is eager to please Donny in any way he can.
Teach comes up with a scheme to rob the home of a man whose safe is said to contain rare coins. Bobby is often sent on errands for food or information. Teach's nerves are already on edge when Bobby suddenly returns to say that a third man involved in that night's robbery can't go through with it because he is in the hospital. Donny distrusts what he is hearing and is unable to locate the man in the hospital, whereupon Teach angrily turns on Bobby.


== Cast ==
Dustin Hoffman as Teach
Dennis Franz as Donny
Sean Nelson as Bobby


== Production ==
Al Pacino, who originated the role of Teach on Broadway, was the first choice to play the role in the adaptation; however, Pacino did not respond in a timely fashion so Corrente offered the role to Dustin Hoffman."
1336,Kazaam (1996),"Children's,Comedy,Fantasy","Kazaam () is a 1996 American musical fantasy comedy film directed by Paul Michael Glaser, written by Christian Ford and Roger Soffer based on a story by Glaser, and starring Shaquille O'Neal as the title character, a 5,000-year-old genie who appears from a magic boombox to grant a boy three wishes.
The film was released on July 17, 1996, grossing $19 million on its $20 million budget."
1337,Larger Than Life (1996),Comedy,"Larger Than Life is a 1996 American comedy film starring Bill Murray, and directed by Howard Franklin. It was produced and co-written by Pen Densham. The film was financially and critically unsuccessful.


== Plot ==
The film opens at a convention of recliner salesmen, where Jack Corcoran (Bill Murray) gives a motivational speech based on his book Get Over It. Jack shares the example of his father dying before he was born as a difficult circumstance that must be overcome to succeed. At Jack's engagement party, his agent Walter (Jeremy Piven) updates him on all of his upcoming speaking engagements, and the pair hope that one of the engagements is high profile enough to lead to an infomercial.
As the party winds down, Jack reads telegrams from well wishers. One of the telegrams is from an attorney in Baltimore about the large estate of his recently deceased father Kirk. Jack's mother shortly admits that she lied about his father passing away when he was born. In truth, she left him because she felt he would be a bad example for Jack."
1338,Two Deaths (1995),Drama,"Two Deaths is a 1995 British drama film directed by Nicolas Roeg and starring Michael Gambon, Sônia Braga, and Patrick Malahide. The film premiered at the Toronto International Film Festival in 1995 before having a wider release in 1996.


== Premise ==
On the eve of the revolution in Romania, Dr. Daniel Pavenic (Gambon) sits down to dinner with some friends and discusses his past and his obsession with a former house servant. His shocking honesty eventually leads to his guests also disclosing some of their own secrets."
1339,Stefano Quantestorie (1993),"Comedy,Drama","Stefano Quantestorie is a 1993  Italian comedy film written, directed and starred by Maurizio Nichetti.


== Plot ==
Stefano, at forty years old, is looking back at his life and at the lost opportunities to living it in a different way: if at seventeen he had moved in America, if he had become an aviator, if he had graduated and had become a professor, if he had become a police officer... destiny will give him a chance to meet all his doppelgangers."
1340,"Crude Oasis, The (1995)",Romance,"The Crude Oasis is a 1995 American drama film written and directed by Alex Graves. The film stars Jennifer Taylor, Aaron Shields, Robert Peterson, Michael Sibay, Lynn Bieler and Roberta Eaton. The film was released on July 7, 1995, by Miramax Films."
1341,Hedd Wyn (1992),Drama,"Hedd Wyn (born Ellis Humphrey Evans, 13 January 1887 – 31 July 1917) was a Welsh-language poet who was killed on the first day of the Battle of Passchendaele during World War I. He was posthumously awarded the bard's chair at the 1917 National Eisteddfod. Evans, who had been awarded several chairs for his poetry, was inspired to take the bardic name Hedd Wyn ([heːð wɨ̞n], ""blessed peace"") from the way sunlight penetrated the mist in the Meirionnydd valleys.Born in the village of Trawsfynydd, Wales, Evans wrote much of his poetry while working as a shepherd on his family's hill farm. His style, which was influenced by romantic poetry, was dominated by themes of nature and religion. He also wrote several war poems following the outbreak of war on the Western Front in 1914."
1342,"Convent, The (Convento, O) (1995)",Drama,"The Convent (Portuguese: O Convento) is a 1995 film by Portuguese director Manoel de Oliveira, starring Catherine Deneuve and John Malkovich and based on the novel As Terras Do Risco by Agustina Bessa-Luís. It was entered into the 1995 Cannes Film Festival.


== Plot ==
The journey of Michael Padovic, a professor from the U.S., who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain, not in England, and was Jewish.  The main characters arrive at the convent where they are greeted by an enigmatic stranger who refers to himself as Baltar; he is the keeper of the convent.  Other characters include a fisherman, the beautiful bookkeeper who is attracted to Dr. Padovic's work, and an elderly man who goes by the name of Balthazar."
1343,Lotto Land (1995),Drama,"Lotto Land is a 1995 American drama film starring Lawrence Gilliard Jr. and Wendell Holmes.


== Plot ==


== Cast ==
Lawrence Gilliard Jr."
1344,"Story of Xinghua, The (1993)",Drama,"A feisty feminist spirit serviceably cloaks the whiff of old-school stagnancy surrounding 'The Story of Xinghua,' an allegorical meller about greed and blind opportunism in modern rural China that remains absorbing despite its occasional prosaic obviousness. Helmer Yin Li's background in kidpix informs his widely accessible storytelling style, making this a likely candidate for programming in upscale international webs."
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,"The Day the Sun Turned Cold (Chinese: 天国逆子, Tian guo ni zi) is a 1994 Hong Kong drama film directed by Yim Ho. The film was selected as the Hong Kong entry for the Best Foreign Language Film at the 67th Academy Awards, but was not accepted as a nominee."
1346,Dingo (1992),Drama,"The dingo (scientific name: Canis dingo, taxonomic classification: Canis familiaris, Canis familiaris dingo,  Canis lupus dingo, or Canis dingo) is a dog that is found in Australia. Its taxonomic classification is debated. It is a medium-sized canine that possesses a lean, hardy body adapted for speed, agility, and stamina. The dingo's three main coat colours are: light ginger or tan, black and tan, or creamy white. The skull, the widest part of the dingo, is wedge-shaped and large in proportion to the body. It differs from that of the domestic dog by its larger palatal width, longer rostrum, shorter skull height, and wider sagittal crest.The earliest known dingo fossil, found in Western Australia, dates to 3,450 years ago, which led to the presumption that dingoes came to Australia with seafarers prior to that time, possibly from south-west Sulawesi in modern-day Indonesia. Dingo morphology has not changed over the past 3,500 years: this suggests that no artificial selection has been applied over this period.The dingo is closely related to the New Guinea singing dog: their lineage split early from the lineage that led to today's domestic dogs, and can be traced back through the Malay Archipelago to Asia. A recent genetic study shows that the lineage of those dingoes found today in the northwestern part of the Australian continent split from the lineage of the New Guinea singing dog and southeastern dingo 6,300 BC, followed by a split between the New Guinea singing dog lineage from the southeastern dingo lineage 5,800 BC. The study proposes that two dingo migrations occurred when sea levels were lower and Australia and New Guinea formed one landmass named Sahul that existed until 6,500–8,000 years ago.The dingo's habitat covers most of Australia, but they are absent in the southeast and Tasmania, a strip on the northeastern coast, and an area in the southwest (see map). Dingoes prey on mammals up to the size of the large red kangaroo, in addition to birds, reptiles, fish, crabs, frogs, insects, and seeds. The dingo's competitors include the native quoll, the introduced European red fox and the feral cat. A dingo pack usually consists of a mated pair, their offspring from the current year, and sometimes offspring from the previous year.The first British colonists who settled at Port Jackson in 1788 recorded dingoes living with indigenous Australians. When livestock farming began expanding across Australia in the early 19th century, dingoes began preying on sheep and cattle. Numerous population-control measures have been implemented since then, with only limited success. The dingo is recognised as a native animal under the laws of all Australian jurisdictions.
The dingo plays a prominent role in the Dreamtime stories of indigenous Australians; however, it rarely appears depicted in their cave paintings when compared with the extinct thylacine, also known as the Tasmanian tiger or Tasmanian wolf."
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"The Ballad of Narayama (楢山節考, Narayama bushikō) is a 1983 Japanese film by director Shōhei Imamura. It stars Sumiko Sakamoto as Orin, Ken Ogata, and Shoichi Ozawa. It is an adaptation of the book Narayama bushikō by Shichirō Fukazawa and slightly inspired by the 1958 film directed by Keisuke Kinoshita. It won the Palme d'Or at the 1983 Cannes Film Festival."
1348,Every Other Weekend (1990),Drama,"Every Other Weekend (French: Un week-end sur deux) is a 1990  French drama film written and directed by Nicole Garcia. It marked the directorial debut of Garcia.It premiered out of competition at the 47th Venice International Film Festival. It was nominated for two César Award, for best debut film and for best actress (to Nathalie Baye)."
1349,Mille bolle blu (1993),Comedy,"Mille bolle blu (""A thousand blue bubbles"") is a 1993 Italian comedy film written and directed by Leone Pompucci.
It was screened in the Italian Panorama section at the 50th Venice International Film Festival. For this film Leone Pompucci won the David di Donatello for Best New Director."
1350,Crows and Sparrows (1949),Drama,"Crows and Sparrows (simplified Chinese: 乌鸦与麻雀; traditional Chinese: 烏鴉與麻雀; pinyin: Wūyā yŭ Máquè) is a 1949 Chinese film made by Kunlun Studios on the eve of the Communist victory and directed by Zheng Junli. Notable for its extremely critical view of corrupt Nationalist bureaucrats, the film was made as Chiang Kai-shek's Nanjing-based government was on the verge of collapse, and was not actually released until after the Chinese Civil War had ended.The film takes place in Shanghai, and it revolves around a group of tenants struggling to prevent themselves from being thrown out onto the street due to a corrupt party official’s attempts to sell their apartment building.
The film was the winner of the 1957 Huabiao Film Awards for the “Outstanding Film” category, and starred Zhao Dan, Sun Daolin, Wu Yin and Shangguan Yunzhu in leading roles."
1351,Lover's Knot (1996),Comedy,"The term true lover's knot, also called true love knot is used for many distinct knots.  The association of knots with the symbolism of love, friendship and affection dates back to antiquity.  Because of this, no single knot can be determined to be the true ""true love knot"".


== Naming ==

Modern western knotting literature has the name for these related knots deriving from stories or legends in which the knots symbolize the connection between a couple in love.  Many examples feature sailors separated from their beloved. Ashley notes that it was once common for sailors' wedding rings, where gold wire was wrought to incorporate the ""true lovers"" knot such that resultant ring would comprise two tori: each flexible to move about the other; yet nevertheless inseparable.


== Variations ==
In practical terms, these knots are generally shown as consisting of two interlocked overhand knots made in two parallel ropes or cords. The variations are differentiated by the way in which the overhand knots interweave and in the final arrangement of the knot.
To show if a young couple's love would last, each would take a small limb of a tree and tie a lovers knot. If the knot held and grew for approximately a year, their love would stay true."
1352,Shadow of Angels (Schatten der Engel) (1976),Drama,Shadow of Angels (German: Schatten der Engel) is a 1976 Swiss drama film directed by Daniel Schmid. It was entered into the 1976 Cannes Film Festival. The film is based upon the play by Rainer Werner Fassbinder.
1353,1-900 (1994),Romance,"The Saab 9-3 is a compact executive car that was originally developed and manufactured by the Swedish automaker Saab.
The 9-3 was first based on the GM2900 platform and subsequently changed to the GM Epsilon platform. Other vehicles using this platform included the Opel Vectra and Cadillac BLS. Saab's last owners, National Electric Vehicle Sweden (NEVS) were assembling the 9-3 sedan (saloon) as Saab's only model."
1354,Venice/Venice (1992),Drama,"Venice ( VEN-iss; Italian: Venezia [veˈnɛttsja] (listen); Venetian: Venesia or Venexia, pronounced [veˈnɛsja]) is a city in northeastern Italy and the capital of the Veneto region. It is situated on a group of 118 small islands that are separated by canals and linked by over 400 bridges. The islands are located in the shallow Venetian Lagoon, an enclosed bay that lies between the mouths of the Po and the Piave rivers (more exactly between the Brenta and the Sile). In 2018, 260,897 people resided in the Comune di Venezia, of whom around 55,000 live in the historical city of Venice (centro storico). Together with Padua and Treviso, the city is included in the Padua-Treviso-Venice Metropolitan Area (PATREVE), which is considered a statistical metropolitan area, with a total population of 2.6 million.The name is derived from the ancient Veneti people who inhabited the region by the 10th century BC. The city was historically the capital of the Republic of Venice for a millennium and more, from 697 to 1797. It was a major financial and maritime power during the Middle Ages and Renaissance, and a staging area for the Crusades and the Battle of Lepanto, as well as an important center of commerce—especially silk, grain, and spice, and of art from the 13th century to the end of the 17th. The city-state of Venice is considered to have been the first real international financial center, emerging in the 9th century and reaching its greatest prominence in the 14th century. This made Venice a wealthy city throughout most of its history. After the Napoleonic Wars and the Congress of Vienna, the Republic was annexed by the Austrian Empire, until it became part of the Kingdom of Italy in 1866, following a referendum held as a result of the Third Italian War of Independence.
Venice has been known as ""La Dominante"", ""La Serenissima"", ""Queen of the Adriatic"", ""City of Water"", ""City of Masks"", ""City of Bridges"", ""The Floating City"", and ""City of Canals"". The lagoon and a part of the city are listed as a UNESCO World Heritage Site. Parts of Venice are renowned for the beauty of their settings, their architecture, and artwork. Venice is known for several important artistic movements—especially during the Renaissance period—has played an important role in the history of symphonic and operatic music, and is the birthplace of Antonio Vivaldi.Although the city is facing some challenges (including an excessive number of tourists and problems caused by pollution, tide peaks and cruise ships sailing close to the buildings), Venice remains a very popular tourist destination, a major cultural centre, and has been ranked many times the most beautiful city in the world. It has been described by the Times Online as one of Europe's most romantic cities and by The New York Times as ""undoubtedly the most beautiful city built by man""."
1355,Infinity (1996),Drama,"Infinity (often denoted by the symbol 
  
    
      
        ∞
      
    
    {\displaystyle \infty }
  ) represents something that is boundless or endless or else something that is larger than any  real or natural number. Since the time of the ancient Greeks, the nature of infinity was the subject of many discussions among philosophers (see Infinity (philosophy)). In the 17th century, with the introduction of the infinity symbol and the infinitesimal calculus, mathematicians began to work with infinite series and what some mathematicians (including l'Hôpital and Bernoulli) regarded as infinitely small quantities, but infinity continued to be associated with endless processes. As mathematicians struggled with the foundation of the calculus, it remained unclear whether infinity could be considered as a number or magnitude and, if so, how this could be done.At the end of the 19th century, Georg Cantor enlarged the mathematical study of infinity by studying infinite sets and infinite numbers, showing that they can be of various sizes.  For example, in modern mathematics, a line is commonly viewed as the set of all of its points, and their infinite number (i.e. the cardinality of the line) is larger than the number of integers. In this usage, infinity is a mathematical concept, and infinite mathematical objects can be studied, manipulated, and used just like any other mathematical object.
Thus the mathematical concept of infinity refines and extends the old philosophical concept, in particular by introducing infinitely many different sizes of infinite sets. Among the axioms of Zermelo–Fraenkel set theory, on which most of modern mathematics can be developed, is the axiom of infinity, which guarantees the existence of infinite sets.The mathematical concept of infinity and the manipulation of infinite sets are used everywhere in mathematics, even in areas such as combinatorics that may seem to have nothing to do with them. For example, Wiles's proof of Fermat's Last Theorem implicitly relies on the existence of very large infinite sets for solving a long-standing problem that is stated in terms of elementary arithmetic.
In physics and cosmology, whether the Universe is finite is an open question; see Universe § Size and regions for more.

"
1356,Ed's Next Move (1996),Comedy,"Ed's Next Move is a 1996 American romantic comedy film written and directed by John C. Walsh. It stars Matt Ross and Callie Thorne.  A micro-budget romantic comedy about a transplanted Midwesterner adapting to life in New York's East Village, the film appeared at the 1996 Sundance Film Festival where it received critical praise and was picked up by Orion Classics for theatrical release.  The LA Times' Kenneth Turan called the movie ""one of the most appealing, audience friendly films at Sundance,""  while Roger Ebert referred to the film as ""a truth telling comedy with quiet wit and bright dialogue. Sight & Sound called it ""a perfectly formed romantic comedy."""
1357,For the Moment (1994),"Romance,War","In mathematics, a moment is a specific quantitative measure of the shape of a function. It is used in both mechanics and statistics. If the function represents physical density, then the zeroth moment is the total mass, the first moment divided by the total mass is the center of mass, and the second moment is the rotational inertia. If the function is a probability distribution, then the zeroth moment is the total probability (i.e. one), the first moment is the expected value, the second central moment is the variance, the third standardized moment is the skewness, and the fourth standardized moment is the kurtosis. The mathematical concept is closely related to the concept of moment in physics.
For a distribution of mass or probability on a bounded interval, the collection of all the moments (of all orders, from 0 to ∞) uniquely determines the distribution (Hausdorff moment problem).  The same is not true on unbounded intervals (Hamburger moment problem)."
1358,The Deadly Cure (1996),Action,"Written by Bill McCay.[11][12] A scientist at ESU has developed a formula which evolves people into perfect human beings. Kingpin funded the research, seeking a cure for his sick wife, Vanessa. The scientist, Dr. Aron Esterhazy, accepted the Kingpin's money, without thinking of the ethical and practical difficulties that such a funding source would eventually present. When Esterhazy decides not to hand over his research to Kingpin, he accidentally ends up being affected by his own chemical cocktail, and he turns into a super-strong being. While the Kingpin's goons and Hobgoblin all race to find Esterhazy and his formula, Spidey and Daredevil team up to try to save him"
1359,Boys in Venice (1996),Drama,"Stacy Peralta (born October 15, 1957) is an American director and entrepreneur. He was previously a professional skateboarder and surfer with the Zephyr Competition Team, also known as the Z-Boys from Venice, California.


== Early life ==
Peralta was born in Venice, California, of Mexican and Irish descent. At age 15, he began competing with the Z-Boys, a group sponsored by the surf shop Jeff Ho Surfboards and Zephyr Productions. His second sponsor was Gordon and Smith. Peralta graduated from Venice High School in 1975.


== Innovation and success ==
At the age of nineteen, Peralta became the highest-ranked professional skateboarder. Soon after, he joined forces with manufacturer George Powell to form Powell-Peralta, which would grow to be one of the most successful skateboard brands of the 1980s. With the financial backing of Powell-Peralta, Peralta formed the seminal Bones Brigade, a team composed of some of the best skaters at the time, many of whom revolutionized modern skateboarding. In 1984, Peralta also directed and produced the first-ever skate video, the Bones Brigade Video Show."
1360,"Sexual Life of the Belgians, The (1994)",Comedy,"La Vie sexuelle des Belges 1950–78 is a 1994 film satire on Belgian provincialism that proved a major cinematic success in Belgium. It was the first film by now-famed Flemish provocateur and director Jan Bucquoy. It tells an autobiographical tale of a clueless young bumpkin, Jan, trying far from successfully to keep up with times failing equally at being a 1960s free-love youth or political activist and finally sinking into a mundane life."
1361,"Search for One-eye Jimmy, The (1996)",Comedy,"The Search for One-eye Jimmy is a 1994 comedy film written and directed by Sam Henry Kass.


== Synopsis ==
Set in Brooklyn, New York, the movie is the story of a California film student Les (Holt McCallany) who returns to the town in which he grew up to shoot a film about it. The first individual he happens upon is Joe ""Head"" (so named because of the size of his head) played by Michael Badalucco. While interviewing him, they are told of a neighborhood man named ""One-eyed"" Jimmy (because of his glass eye) who has gone missing.
They then decide to switch gears from a documentary to a docu-drama, filming the hunt for Jimmy as they go. They come across one quirky character after another, each one giving his account of where Jimmy was last, or where he could be.
Jimmy's brother, played by Steve Buscemi, is not very interested in finding his brother. ""Disco Bean"", John Turturro's version of a disco-dancing freak stuck in an abandoned building dancing non-stop actually gives his account of how Jimmy lost his eye. ""Colonel Ron"", (Samuel L. Jackson), is a homeless, toothless, strange Vietnam veteran who catches fish in the Gowanus Canal, and  may actually be the most intelligent one in the bunch.
""Lefty"" (Mancini) and ""Junior"" (Nick Turturro) constantly get into physical altercations because Junior, a kleptomaniac, is always stealing Lefty's car."
1362,American Strays (1996),Action,"American Strays is a 1996 American comedy-drama film directed by Michael Covert. It follows three interwoven stories of desert travelers as they converge on a small diner.


== Synopsis ==
Red's Desert Diner Oasis, a dive in the middle of nowhere, becomes the focal point of three separate storylines. In the first, Dwayne (Savage), a homicidal vacuum cleaner salesman, may have met his match in Patty Mae (Tilly), a woman with an impressive collection of sweepers. The second story follows Johnny (Perry), a suicidal man who hires a sadistic hitman (Jones) to end his life anyway possible which includes beating the ever loving crap out of him. The third story follows an unemployed man (Roberts) and his family, two mobsters (Viterelli and Russo), and others as they travel across the emptiness of the American Southwest."
